:ID,mergeConfidence,mergedFrom,taskDate,taskName,:LABEL
tk3400,,,2021-08-03,integration of cross-referenced diagrams and user-guide,Task
tk3401,0.8296,['tk3407'],2021-08-03,final editorial/classification pass (final editorial review),Task
tk3402,,,2021-08-03,summary of compliance provisions,Task
tk3403,,,2021-08-03,final read-through post-harmonization,Task
tk3404,,,2021-10-29,draft the cover letter,Task
tk3405,,,2021-10-29,corresponding author duties,Task
tk3406,,,2021-10-29,review draft before submission,Task
tk3408,,,2021-08-04,appendices and compliance FAQ,Task
tk3409,,,2021-08-05,complete author contribution and conflict of interest statements,Task
tk3410,,,2021-08-08,full draft sign-off and cover letter review,Task
tk1538,,,,side-by-side comparisons of traditional vs. provenance-aware metrics,Task
tk1539,,,,expanded visualizations and concise captions for each benchmark dataset,Task
tk1540,,,,summary table of qualitative expert feedback,Task
tk1541,,,,section on generalizability,Task
tk1542,,,2021-04-24,dry run session,Task
tk1543,,,,synthesis of Q&A talking points around generalizability,Task
tk3955,,,,final coordination call,Task
tk3722,,,2023-10-10,final cross-check of README files,Task
tk3723,,,2023-10-10,update draft,Task
tk3724,,,2023-10-10,coordinate tasks for camera-ready submission,Task
tk1317,,,2022-10-09,drafting overview of Oxford and UK digital humanities experiences,Task
tk1319,,,2022-10-09,library repository support,Task
tk1320,,,2022-10-09,progress tracking via Overleaf comments thread,Task
tk1218,0.8288,['tk4087'],,preparation of technical note (technical note preparations),Task
tk1219,,,,action tracking document,Task
tk1214,,,2023-09-27,GDPR and licensing primer,Task
tk1221,,,,preparing a brief overview of contributions and planned uploads,Task
tk3338,,,,draft initial document,Task
tk3339,,,,compile notes on interdisciplinary communication protocols,Task
tk3340,,,,include bottleneck logs,Task
tk3341,,,,include annotated templates,Task
tk3342,,,,include periodic review touchpoints,Task
tk3344,,,,draft 'Roles & Responsibilities' matrix,Task
tk3345,,,,compile anonymized examples of successful escalation/clarification email chains,Task
tk3346,,,,include generic templates and checklists for journal and conference submissions,Task
tk1282,,,,preparing a features matrix comparing JOCCH and ACL 2022,Task
tk1283,,,,aligning submission trajectory with technical readiness and venue requirements,Task
tk1284,,,2023-10-03 to 2023-10-05,scheduling a short meeting,Task
tk2998,,,2023-04-04,prepare and share slides focusing on semantic interoperability and practical implications for digital humanities integration,Task
tk2999,,,,set up the Google Drive directory and provide all co-authors with editor access,Task
tk3000,,,,collaboratively build a Q&A document,Task
tk3001,,,,create the Zoom invite for virtual coordination meeting,Task
tk3005,,,,have a harmonized draft ready for rehearsal,Task
tk3059,,,2023-04-12,thorough debrief note,Task
tk3060,,,2023-04-12,review run-order document,Task
tk3061,,,2023-04-12,review latest Q&A edits,Task
tk3062,,,2023-04-12,incorporate clarifications regarding pipeline's multilingual generalizability,Task
tk3063,,,2023-04-12,add short slide about parallel annotation results,Task
tk3064,,,2023-04-12,implement previous suggestions on axis labeling and handover cues,Task
tk3065,,,2023-04-12,check for version mismatches or minor formatting glitches,Task
tk3066,,,2023-04-12,reconfirm details on affiliations and funding acknowledgments,Task
tk3067,,,2023-04-12,ensure updated run-order and backup PDF are labeled as 'camera_ready',Task
tk3068,,,2023-04-13,initiate submission by 13 April,Task
tk3069,,,2023-04-12,confirm go-ahead or flag any last concerns,Task
tk3163,,,,Overall Evaluative Methodology,Task
tk3164,,,2023-05-06,synchronize drafting approaches,Task
tk3165,,,,propose sample tables/diagrams,Task
tk3166,,,,guidance on manuscript formatting or anticipated word limits,Task
tk3743,,,2023-03-08,send the revised section and updated Figure 2,Task
tk3744,,,2023-03-08,full technical compliance review,Task
tk3745,,,2023-03-08,confirm repository accessibility and DOI status,Task
tk3271,,,2023-06-30,coordinate institutional archiving requirements,Task
tk3272,,,2023-06-30,provide input on copyright transfer agreement,Task
tk3273,,,2023-06-30,check availability in late June,Task
tk870,,,2021-02-06,expanded domain shift analysis,Task
tk871,,,2021-02-09,code anchor schematic,Task
tk4,,,,refine the evaluation framework,Task
tk4081,,,,review draft event description,Task
tk4082,,,,finalize event flyer,Task
tk4083,,,,upload workflow diagrams,Task
tk4084,,,,circulate registration and survey links,Task
tk4085,,,,integrate latest figures and legal annexes,Task
tk4086,,,,write case vignette,Task
tk1192,,,,compilation of a structured knowledge base,Task
tk1194,,,,,Task
tk1195,,,,,Task
tk4428,,,2022-03-18T17:00:00Z,upload corrected compliance diagram files and update in-text figure links,Task
tk4429,,,2022-03-18T23:00:00Z,complete editorial harmonization and lock the manuscript and response letter documents for final proofing,Task
tk4430,,,2022-03-19T12:00:00Z,conduct a final proofread and approve for submission,Task
tk4431,,,,prepare and upload the cover letter to the submission portal,Task
tk4432,,,,compile the ultimate glossary file and ensure links are functional,Task
tk4433,,,,execute the remaining editorial harmonization,Task
tk4434,,,,draft point-by-point response for compliance-related comments,Task
tk4435,,,,draft point-by-point response for data transfer clarifications,Task
tk4436,,,,draft point-by-point response for annotation and reproducibility notes,Task
tk4437,,,,draft point-by-point response for provenance and structural reviewer queries,Task
tk1002,,,,implementing corpus references and footnote updates,Task
tk1004,,,,reviewing files in the CameraReady_JOCCH_Revision folder,Task
tk1005,,,,boldfacing names of newly introduced corpora,Task
tk1006,,,,checking in-text citation ordering,Task
tk1007,,,,rephrasing the sentence in the cover letter summary,Task
tk1008,,,,planned final checks,Task
tk1010,,,,,Task
tk2425,,,,,Task
tk2426,,,,,Task
tk2427,,,,,Task
tk2428,0.8268,"['tk2996', 'tk3002', 'tk333']",2023-05-13,confirm availability for virtual coordination meeting (confirm session time slot),Task
tk2429,,,,,Task
tk2432,,,,,Task
tk2433,,,,,Task
tk1438,,,2021-01-26,draft an expanded and clarified version of Section 4 - Annotation Provenance,Task
tk1440,,,2021-01-25 to 2021-01-28,"conduct parallel reviews (format, templates, section numbering)",Task
tk1441,,,2021-01-30,upload all section drafts to Overleaf,Task
tk1442,,,2021-01-31 to 2021-02-07,internal comprehensive review and feedback round,Task
tk1443,,,2021-02-08 to 2021-02-12,"final integration, administrative form preparation, and upload checks",Task
tk1444,,,2021-01-22,review updated copyright/licensing forms,Task
tk1445,,,2021-01-22,verify that all co-author and institutional metadata are current in the submission portal,Task
tk1446,,,2021-01-22,oversee generation and cross-checking of compliance checklist and camera-ready PDF,Task
tk1447,,,2021-01-22,coordinate on draft harmonization between Section 4 and compliance appendix,Task
tk1448,,,2021-01-22,investigate latest ACL macros for Overleaf,Task
tk1449,,,2021-01-22,circulate section drafts as scheduled,Task
tk1450,,,2021-01-22,provide written feedback in Overleaf comment threads,Task
tk1451,,,2021-02-13 to 2021-02-14,confirm camera-ready upload and administrative completion,Task
tk885,,,,compliance and anonymization draft review,Task
tk888,,,2021-02-09,final roundtable confirmation,Task
tk889,,,2021-02-09,"assign responsibilities for cover letter, proofreading, and supplementary material packaging",Task
tk890,,,2021-02-09,review draft author response and finalize document order for resubmission,Task
tk3156,,,,review and suggest additional elements or deletions,Task
tk3157,,,,"confirm lead sections (error analysis, semantic metrics alignment)",Task
tk3158,,,2023-05-03,finalize the outline for review and timeline coordination,Task
tk1127,,,2023-08-25,add portions for the applications/case studies section,Task
tk1128,,,2023-08-25,finalizing introduction narrative,Task
tk1129,,,2023-09-01,confirming availability for trial run,Task
tk1130,0.8085,"['tk1134', 'tk2268', 'tk2270']",2023-08-25,finalize press release synchronization (coordinating press releases),Task
tk1131,,,2023-08-28,reviewing hosting requirements,Task
tk1132,,,2023-08-28,sharing registration link and testing streaming setup,Task
tk1133,,,2023-08-25,circulating article's DOI and official online publication date,Task
tk544,,,,slide deck integration,Task
tk545,,,,tutorial submission,Task
tk546,0.8358,['tk550'],before midday UK time,review of the integrated slide deck materials (reviewing the full integrated slide deck),Task
tk4304,,,2023-01-14,review the matrix,Task
tk4305,,,2023-01-14,approve Israel data,Task
tk4306,,,2023-01-14,confirm treatment of expanded reviewer prompt,Task
tk4307,,,2023-01-14,provide initial feedback,Task
tk4308,,,2023-01-14,finalize Section 4.2 content integration,Task
tk3363,,,2021-10-11,Draft Outline Overview,Task
tk3364,0.8256,"['tk3335', 'tk3343', 'tk3348']",2021-10-11,proposing visual pipeline using Lucidchart or Google Drawings (create workflow diagram),Task
tk3365,,,2021-10-18,flesh out examples of communication challenges,Task
tk3366,,,2021-10-18,contribute content on inter-institutional compliance requirements,Task
tk3367,,,2021-10-18,integrate a checklist for periodic self-assessment,Task
tk3368,,,2021-10-22,coordinate compilation and circulate a near-final draft for sign-off,Task
tk3369,,,2023-08-01,final review meeting,Task
tk3236,,,N/A,submission progress tracking,Task
tk3237,,,N/A,editorial review preparation,Task
tk3238,,,2023-05-25,reviewer recommendation,Task
tk179,,,,color palette preferences,Task
tk180,,,,key exemplars for evaluation figures,Task
tk181,,,2019-05-21,review draft figures and captions,Task
tk182,,,,provide feedback or mark suggestions,Task
tk183,,,,suggest figure order in the manuscript,Task
tk266,0.8146,"['tk685', 'tk826']",,timely and detailed feedback on the code appendix and compliance documentation,Task
tk267,,,,integration into technical appendix or pipeline scripts,Task
tk268,0.8783,"['tk291', 'tk296']",,sharing the 'Sensitive Data & Risk Assessment' note (confirmation of sensitive data and risk assessment),Task
tk3101,,,,final coordination,Task
tk3102,,,,addressing audience 'raise hand' features,Task
tk3103,,,,acknowledge technical staff or session organizers,Task
tk2335,,,2020-10-22,monitor submission status,Task
tk2336,,,2020-10-22,acceptance notification,Task
tk2535,,,,testing and confirmation from the Stanford network,Task
tk2536,,,,"parallel set of tests from IACS (Kolkata, India) network",Task
tk2537,,,,double-check access from a mobile connection (Jio 4G),Task
tk2538,,,,double-check access via institutional VPN,Task
tk2539,,,14:00 BST,stand by for any urgent edit requests,Task
tk2541,,,,attention to the backup moderation workflow,Task
tk2780,,,2023-08-13,Grant Proposal Discussion,Task
tk2783,,,2020-12-24,targeting UKRI Digital Humanities call,Task
tk2784,0.8601,['tk2798'],2020-12-24,drafting the 'DST-India AI' grant proposal (targeting DST-India AI call),Task
tk2785,,,2020-12-24,drafting project summary,Task
tk2786,,,2020-12-24,providing India-side requirements and supporting documentation,Task
tk2787,,,2020-12-24,collating necessary institutional letters for the UK side,Task
tk2788,,,2020-12-24,drafting outline timeline,Task
tk2789,,,2020-12-24,submitting conference abstract to JCDL 2023,Task
tk2790,,,2020-12-24,parallel submission of a full-length article to JOCCH,Task
tk2791,,,2020-12-24,initial draft due 25 August for group review,Task
tk2792,,,2020-12-24,incorporating EMNLP dataset in the methods section,Task
tk2793,,,2020-12-24,reviewing and finalizing the semantic drift evaluation section,Task
tk2794,,,2020-12-24,suggesting revised approaches for context expansion,Task
tk2795,,,2020-12-24,updating portions in the shared doc by 20 August,Task
tk2796,,,2020-12-24,next check-in slated for 27 August via email,Task
tk2200,,,,content/preparation for possible conference live session,Task
tk2201,,,,"outreach priorities (supplementary blog posts, social media campaigns)",Task
tk2202,,,,task distribution ahead of the JCDL mainstage,Task
tk2203,,,,review media tracking results,Task
tk2204,,,2023-03-31,coordinate next steps,Task
tk780,,,2023-11-03,drafting expanded discussion on cross-lingual model generalizability,Task
tk781,,,2023-11-03,focused error analysis,Task
tk782,,,2023-11-03,revisiting code notebooks to extract key error cases,Task
tk440,,,2023-01-17,finalizing revision,Task
tk3725,,,2024-02-28,reviewer and meta-reviewer recommendations review,Task
tk3726,,,2024-02-28,textual and supplementary material revisions,Task
tk3727,,,2024-02-28,Overleaf and code/data repository status confirmation,Task
tk3728,,,2024-02-28,camera-ready formatting and graphical abstract integration,Task
tk3729,,,2024-02-28,metadata updates and presenter confirmation documentation,Task
tk2905,,,2023-03-10,contingency planning,Task
tk3730,,,2024-02-28,open discussion/questions,Task
tk3104,,,2023-05-25,opening sequence coordination,Task
tk3105,,,2023-05-25,session transitions and timekeeping,Task
tk3106,,,2023-05-25,Q&A handling,Task
tk3107,0.8067,['tk3119'],2023-05-25,technical contingencies (Backup Slide Decks),Task
tk3108,,,2023-05-25,closing segment consolidation,Task
tk3109,,,2023-05-25,session logistics,Task
tk3389,,,2023-07-28,content upload,Task
tk3390,,,2023-07-31,feedback window,Task
tk3391,,,2023-08-01,"final sign-off, bibliography checks, and task allocation",Task
tk2013,,,2023-11-11,upload initial set of draft FAQ entries,Task
tk2014,,,2023-11-13,review others' contributions and leave margin comments or suggestions,Task
tk2015,,,,Brief overview of institutional FAQ workflows,Task
tk2016,,,,Walkthrough and synthesis of draft entries,Task
tk2017,,,,Agreement on consolidated structure and open items for the annex,Task
tk2018,,,,Next steps for formatting and integration into the Unified Press Query Protocol,Task
tk122,,,2023-05-01,"dispatch the finalized annotation instructions, feedback form, and cover note to the Stanford historians",Task
tk123,,,2023-05-12,receive feedback from external annotators,Task
tk124,,,,serve as the main point of contact for any annotation-related questions,Task
tk125,,,,confirm once the outreach has been completed and track any progress updates from external collaborators,Task
tk126,,,,share preliminary thoughts on visualizing and presenting the human evaluation component for target submission,Task
tk3876,,,2023-04-21,uploading draft structure for the dataset/resource note,Task
tk3880,0.8054,['tk3883'],2023-04-21,integrate institutional and legal nuances for the licensing appendix (institutional insights into data licensing),Task
tk3881,,,2023-04-21,circulating written contributions,Task
tk2114,,,,finalizing press release,Task
tk2124,0.8239,['tk2120'],2023-10-10,confirming formal submission to respective communications/press teams (final approval and submission),Task
tk2125,,,2023-10-10,coordinating with institutional teams for approval,Task
tk2126,,,2023-10-15,"synchronized, embargo-respecting release",Task
tk1299,,,2019-05-22,submission venue matrix review,Task
tk1300,,,2022-10-06,initiate manuscript structure,Task
tk1301,0.8549,"['tk1306', 'tk1318', 'tk1321', 'tk1325']",2022-10-08,initial draft of data/code transparency statement (draft data/code transparency statement),Task
tk1302,,,2022-10-10,collate Oxford/UK examples of dual-track publications and best practices,Task
tk1303,,,2022-10-10,verify institutional co-authorship and funding acknowledgment requirements,Task
tk3006,,,2023-04-04,uploading preliminary section to shared Google Drive,Task
tk3007,,,next few days,drafting likely audience queries,Task
tk3008,,,next week,synchronizing visual design across slides,Task
tk2071,,,2020-05-17,notify of discrepancies or issues,Task
tk2072,,,2020-05-17,coordinate on draft for press engagement note and embargoed announcement,Task
tk648,,,,create an open repository,Task
tk2676,,,,organize supporting materials or datasets,Task
tk1823,,,2023-08-28,integrating supplementary caption templates,Task
tk1824,0.7959,['tk1825'],2023-08-28,proofreading for caption application and linkage consistency (cross-reviewing captions and references),Task
tk1826,,,2023-08-28,submitting the manuscript,Task
tk1521,,,2021-07-12,oral presentation,Task
tk4204,,,,brief review of task division and progress updates on assigned sections,Task
tk4205,,,,finalization of the expanded methodological clarity subsection,Task
tk4206,,,,review of preliminary tables and visualizations for evaluation metrics,Task
tk4208,,,,consolidation of supplementary material formats,Task
tk4209,,,,draft structure for the point-by-point response letter,Task
tk4210,,,,timeline review for final draft submissions and assignment of any outstanding follow-up actions,Task
tk1629,,,2022-01-20,proofread the final PDF,Task
tk1630,,,2022-01-20,upload presentation deck,Task
tk1632,,,2022-01-20,submit minor corrections,Task
tk2908,,,2023-12-04,compliance checklist discussion,Task
tk2909,,,2023-12-04T12:00:00Z,email last-minute topics/files,Task
tk2910,,,2023-12-04T12:00:00Z,upload to shared folder,Task
tk2911,,,2023-12-04,confirm point of contact on JCDL portal,Task
tk2912,,,2023-12-04,outline options for preprint archiving,Task
tk2954,,,2023-03-05,personal review of the current draft and appendix,Task
tk2955,0.7928,['tk2964'],2023-03-10,conference registration status update (complete registration status),Task
tk69,,,,Chronology Prediction,Task
tk73,,,,transfer evaluation between datasets,Task
tk74,0.7824,['tk62'],2023-04-30,interpretability memo preparation,Task
tk3210,,,2023-05-11,internal peer review,Task
tk3211,0.8557,"['tk3201', 'tk3206']",2023-05-15,drafting annotator agreement summary table (drafting annotator agreement table),Task
tk3212,,,2023-05-15,review and integrate supplementary explanations,Task
tk3214,,,2023-05-17,initiate ACM JOCCH submission process,Task
tk1397,,,2021-10-26,review the packaged files,Task
tk3706,,,2024-03-03,expand section on protocol-specific exceptions,Task
tk3707,,,2024-03-03,clarify annotation workflow,Task
tk3708,0.8264,"['tk3254', 'tk533']",2024-03-03,additional technical detail or broader contextualization (draft explanatory notes),Task
tk3709,,,2024-03-03,confirm presenter for oral session,Task
tk3711,,,2024-03-03,review technical requirements,Task
tk3712,0.8135,['tk265'],2024-03-03,support compliance and documentation matters,Task
tk1858,,,,research summary draft for departmental channels,Task
tk1859,,,2023-09-12,synchronizing the core message and impact highlights,Task
tk1860,,,2023-09-12,aligning timeline with expected journal communications,Task
tk1861,,,2023-09-12,confirming embargo status on Zenodo and GitHub resources,Task
tk1862,,,2023-09-12,implementing embargo,Task
tk1863,,,2023-09-12,sharing finalized access statement text,Task
tk1864,,,2023-09-12,structured workflow proposal,Task
tk1865,,,2023-09-12,biweekly updates,Task
tk1866,,,2023-09-12,setting up shared folder for outreach materials,Task
tk2849,0.8611,"['tk2856', 'tk2860', 'tk2864']",2023-11-20,finalizing the condensed 'Related Work' section (streamlined 'Related Work' section),Task
tk2850,,,Unspecified,draft sub-paragraph for the conclusion,Task
tk2851,,,2023-12-02 to 2023-12-06,Zoom meeting in early December,Task
tk2852,,,2023-11-20,provide additional points for emphasis in the revision,Task
tk1501,,,Not specified,registration process,Task
tk1502,0.8758,"['tk1508', 'tk1512']",Not specified,submitting signed proceedings release form (proceedings release form submission),Task
tk1503,,,Not specified,on-site check-in,Task
tk1504,,,Not specified,alerting about travel-related or scheduling contingencies,Task
tk1505,,,2019-01-28,session participation,Task
tk1506,,,2019-10-09,finalized program and session abstracts distribution,Task
tk1484,,,,update the wording in the checklist bullet points,Task
tk1485,,,,verify the embargoed data resource URLs and synthetic preview datasets,Task
tk1486,,,,final PDF compilation and administrative processing in Softconf,Task
tk3385,,,2021-10-19,upload finalized compliance and data governance section,Task
tk3386,,,2021-10-19,circulate consolidated Google Doc link,Task
tk3387,,,2021-10-19,use suggesting mode in Google Docs for efficient review,Task
tk3388,,,2021-10-19,create summary table or Q&A appendix,Task
tk4283,,,,Initial findings on archival governance and privacy frameworks in East Asia/Latin America,Task
tk4284,,,,Status of outreach to the National Library of Israel and preliminary feasibility for the additional use case,Task
tk4285,,,,Methodology for compiling quantitative annotation metrics and timeline for first dataset summaries,Task
tk4286,,,,Structural plan for revised Section 4.2,Task
tk4287,,,,"Preliminary outline for Appendix C, including who will draft which compliance components",Task
tk4288,,,,Division of minor format corrections and citation harmonization,Task
tk4289,,,,Centralized version control and target completion timeline for core sections,Task
tk4290,,,,Q&A and contingency planning if schedules or data access are delayed,Task
tk752,,,2023-09-06,manuscript finalization meeting,Task
tk753,,,,main text integration,Task
tk754,,,,consistency check on compliance supplement,Task
tk755,,,,joint walk-through of results tables,Task
tk756,,,,resolution phase,Task
tk3680,,,2023-12-31,drafting an addendum for harmonization section,Task
tk3681,,,2023-12-31,confirm bib entries,Task
tk3682,,,2023-12-31,review ambiguous references in Appendix B,Task
tk2251,,,2022-04-08,internal review deadline,Task
tk137,,,,visualizing qualitative themes for reviewers,Task
tk138,,,2023-05-13,synthesis session,Task
tk139,,,,highlighting salient trends,Task
tk140,,,,adding in-line margin notes,Task
tk141,,,,flagging data for potential exemplar visualizations,Task
tk3979,0.8151,"['tk3985', 'tk3995']",2022-09-01,drafting an expanded clarification on the rolling embargo mechanism (Clarify rolling embargo mechanism),Task
tk3980,,,2022-09-01,Enhance Figures 2 and 3,Task
tk3983,,,2022-09-01,Complete first-pass updates,Task
tk3984,,,2022-10-09,Formal resubmission,Task
tk1728,,,2023-07-29,circulate summary doc,Task
tk1729,0.8559,['tk1732'],,contact the ACL session chair and relay any additional feedback (reach out to ACL session chair for additional feedback),Task
tk3545,,,,,Task
tk3546,,,,,Task
tk3547,,,,,Task
tk4532,,,2023-04-11,brief review of shared outline and section drafts,Task
tk4533,,,2023-04-11,"discussion of compliance, workflow schema, and supplemental visual materials",Task
tk4534,,,2023-04-11,Michael’s comparative assessment of EMNLP Demo vs. JDoc Technical Communication,Task
tk4535,,,2023-04-11,"decision on target venue, next writing assignments, and identification of any data/graphics still needed",Task
tk4536,,,2023-04-11,timeline for initial draft completion and possible review checkpoints,Task
tk4537,,,2023-04-09,complete section bullets and upload visuals/supplementary tables,Task
tk3594,,,2023-11-20,asynchronous internal quality review,Task
tk3596,,,,target intended conference submission window,Task
tk3597,,,,section-specific clarifications,Task
tk3598,,,,suggest further cross-references,Task
tk3600,,,,flag suggestions on the correspondence thread,Task
tk4385,,,2022-03-13,draft diagrams illustrating data management workflows,Task
tk4386,,,2022-03-15,draft outline and preliminary text on annotation metadata limitations,Task
tk4387,,,2022-03-16,integration plan for provenance tables,Task
tk4388,0.7608,['tk2695'],2022-03-13,prepare initial template and populate point-by-point responses (compile initial reviewer response points),Task
tk4389,,,2022-03-18,input deadlines for co-authors,Task
tk4390,,,2022-03-24,circulate full draft for final review and minor editing,Task
tk4391,,,2022-03-13,finalize compliance section revisions and diagrams,Task
tk4392,,,2022-03-15,submit expanded annotation metadata content,Task
tk4393,,,2022-03-16,update manuscript structure to reflect new integration strategies,Task
tk4394,,,2022-03-29,maintain shared document and ensure version control,Task
tk2093,,,2023-02-20,integration of revisions,Task
tk2094,,,2023-02-20,closing Google Doc for edits,Task
tk2095,,,2023-02-20,final camera-ready documentation upload,Task
tk2096,,,2023-02-20,quick call for consensus,Task
tk1850,,,,configuring Zenodo’s embargo settings,Task
tk1851,,,,drafting research-focused version for departmental news,Task
tk1852,0.8355,['tk1857'],,general audience adaptation for IACS press office and social platforms (adapting language for general audience),Task
tk1853,,,,coordinating biweekly internal reviews,Task
tk1854,,,,collating status updates from the editorial office,Task
tk1855,,,,circulating immediate summaries of sudden changes,Task
tk1423,,,,recapitulation of revision feedback from the ACL reviewers,Task
tk1424,,,2023-01-22,confirmation of individual responsibilities,Task
tk1425,,,2023-01-22,agreeing on timeframes for section drafts and internal feedback cycles,Task
tk1426,,,2023-02-08,planning for final Overleaf integration and pre-submission checks,Task
tk1427,,,2023-01-22,"checklist for copyright, updated co-author metadata, and any new conference forms",Task
tk1428,,,2023-01-22,assignment of who will monitor and upload these via Softconf,Task
tk1429,,,2023-01-22,flagging any aspects requiring deeper discussion or group review,Task
tk1430,,,2023-01-22,confirming communication channel for interim queries,Task
tk1431,,,2023-01-22,scheduling a short follow-up check-in before camera-ready submission,Task
tk3551,,,,,Task
tk3552,,,,,Task
tk3553,,,,,Task
tk3554,,,,,Task
tk3555,,,2023-11-14,finishing contributions to the US compliance narrative and overview section,Task
tk3556,,,2023-11-10,sharing a sample annotated artifact,Task
tk2903,,,2023-12-04,Review of Camera-Ready Submission,Task
tk2906,,,2023-12-04,Post-Submission Dissemination,Task
tk2907,,,2023-12-04,Next Research Steps,Task
tk4478,,,2023-03-30,draft Executive Summary & Motivation,Task
tk4479,,,2023-03-30,draft Compliance Harmonization,Task
tk4480,,,2023-03-30,draft Multi-author Version Management Template & Reviewer Feedback Handling,Task
tk4481,,,2023-03-30,"draft Provenance Checkpoints, Bottleneck Log & Integration Cycle Insights",Task
tk4483,,,2023-03-30,draft Proposal for Methods Note/Short-Form Dissemination,Task
tk4484,0.841,['tk4497'],2023-03-29,confirm authorship order for colloquium abstract (colloquium abstract authorship order),Task
tk2720,,,,update and upload document and supplementary materials,Task
tk2722,,,,coordinate responses and supporting materials for peer review phase,Task
tk3392,,,2023-08-01,Major Edit Review,Task
tk3393,,,2023-08-01,Compliance & IRB Protocols,Task
tk3394,,,2023-08-01,Editorial Harmonization,Task
tk3395,,,2023-08-03,Bibliography and Appendix Finalization,Task
tk3396,,,2023-08-01,Submission Strategy Discussion,Task
tk3397,,,2023-08-01,Next Steps & Task Deadlines,Task
tk2630,0.7858,"['tk2635', 'tk2639']",2023-06-18,Finalize and upload section revisions (final integration of paper),Task
tk2631,,,2023-06-18,cross-annotation in Lessons Learned,Task
tk2632,,,2023-06-18,review Q&A Moderation framework,Task
tk2633,,,2023-06-18,upload section revisions,Task
tk2634,,,2023-06-18,update Integrated Draft Progress tracker,Task
tk3256,,,2023-06-08,review of revised legends,Task
tk3258,,,2023-06-08,confirming final edits,Task
tk2434,0.7744,['tk2430'],2023-05-16,draft the participant feedback and resource assessment form (develop feedback and resource assessment form),Task
tk2435,,,,adapt the blurb for Oxford’s digital scholarship and computer science networks,Task
tk2436,,,,cross-post in relevant UK-based mailing lists and digital humanities forums,Task
tk772,0.8126,"['tk4323', 'tk4325', 'tk787']",2023-11-26,live drafting of new Section 4.2 content (revising Section 4.2),Task
tk773,,,2023-11-26,elaborating model generalizability,Task
tk774,,,2023-11-26,conducting error analysis for cross-lingual transfer tasks,Task
tk775,,,2023-11-26,addressing formatting concern for Table 3,Task
tk776,0.8545,['tk783'],2023-11-26,drafting a graphical abstract (creating graphical abstract),Task
tk777,,,2023-11-26,appending a suitable code snippet to the supplement,Task
tk779,,,2023-11-04 to 2023-11-08,scheduling a follow-up Zoom meeting,Task
tk1416,0.8036,"['tk289', 'tk294', 'tk3701', 'tk438']",2021-01-20,incorporating recommended edits into dataset documentation (revision tasks),Task
tk1419,,,2021-01-20,revision draft for Section 4,Task
tk1420,,,2021-01-20,historical context verifications,Task
tk1421,,,2021-01-20,linguistic precision,Task
tk1422,,,2021-01-20,annotation provenance expansion,Task
tk4447,,,,reflect on methodological advances and project management strategies,Task
tk4450,,,,coordinate on any requests from JOCCH,Task
tk4465,,,,create reproducible template for multi-author version management,Task
tk4466,,,,formally document method of dealing with conflicting annotations under time constraints,Task
tk4467,,,,identify replicable process elements,Task
tk4468,,,,contribute sections on diagram and metadata versioning,Task
tk4469,,,,summarize institutional compliance setup,Task
tk4470,,,,review and co-sign colloquium abstract,Task
tk4471,,,,compile reviewer feedback from JOCCH,Task
tk4472,,,,finalize angle and intended venue for short-form publication,Task
tk4474,,,,draft introductory framing for memo and possible presentations,Task
tk2366,,,,providing a reflective statement on collaborative lessons or technical hurdles,Task
tk2367,,,,discussing agenda scaffolding and identifying resources,Task
tk2368,0.8505,"['tk2406', 'tk2564', 'tk2577']",,co-leading the Participant Feedback Analysis & Outcomes sections (lead drafting of session feedback form),Task
tk2369,,,,maintaining a shared folder for evolving documents and datasets,Task
tk2370,,,2023-05-06,scheduling a brief check-in,Task
tk4399,,,,,Task
tk4400,,,,,Task
tk4401,,,,,Task
tk4402,,,,,Task
tk4403,,,,,Task
tk4404,,,2023-03-13,group integration of the subsections,Task
tk2260,0.8402,['tk2264'],2022-04-10,upload a condensed set of regional engagement charts (review the new version of the engagement visuals),Task
tk2261,,,2022-04-10,revise the FAQ slide to foreground the cross-platform benchmarking results,Task
tk2262,,,2022-04-11,coordinate one more check with communications teams,Task
tk2263,,,2022-04-11,circulate finalized materials for a last asynchronous review,Task
tk695,,,,review compliance aspects for repository hosting,Task
tk696,,,,append Oxford compliance statement to shared supplement,Task
tk697,,,,flag potential delays in assigned sections or supplementary material contributions,Task
tk1717,,,2023-07-24,collating attendee feedback from ACL session chat and post-event follow-ups,Task
tk2861,,,Unspecified,digital humanities paragraph,Task
tk2862,,,Unspecified,collate revisions and pre-format the main document,Task
tk2863,,,2023-11-21,indicate availability for meeting,Task
tk1177,,,,completion of all Stanford-related checklist items,Task
tk1178,,,,reviewing the final disclaimer text,Task
tk1179,,,,double-checking the demo pipeline for sequence labeling,Task
tk1180,,,,"updating referenced materials, sample outputs, and dataset documentation",Task
tk1181,,,,adjusting the interoperability section,Task
tk1182,,,,finalizing the press release,Task
tk1183,,,,distributing the finalized registration/public event link,Task
tk1184,,,,coordinating with Stanford's comms for North American rollout,Task
tk1185,,,,joining the Zoom webinar room 30 minutes ahead of schedule,Task
tk3281,,,,verify Data Availability Statement,Task
tk3282,,,,confirm Licensing Disclosures,Task
tk3283,,,,cross-check Final Formatting,Task
tk3284,,,,circulate proofs via Drive or Box,Task
tk3285,,,,coordinate directly in the online sheet,Task
tk3286,,,,indicate brief absence,Task
tk23,,,,processing historical datasets,Task
