email_id,subject_label,predicate,object_label,evidence_sentence,full_email_context,subject_type,object_type
e172,Prof. Ramesh Bhatia,attends,collectively draft a compliance and licensing statement,I propose allocating the final 10 minutes of our meeting to collectively draft a compliance and licensing statement,"Thread ID: VROL1L Mail ID: MAILE7ZRH6U9 Date: 1st June 2020 From: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in> To: Dr. Michael Bradley <michael@cs.stanford.edu>, Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Re: Additional Agenda Item – Data Licensing & Repository Sustainability  Dear Michael, Sunita, and Ananya,  Thank you, Michael, for highlighting the importance of data licensing and repository sustainability in advance of our meeting. I strongly agree that addressing these aspects now will ease the submission and review process for JOCCH, and help ensure our research output remains accessible to the wider community.  From the IACS perspective, there are a few institutional requirements to keep in mind: 1. For datasets deriving from national archives or government records, we must reference the specific source archive’s reuse policy, which sometimes limits redistribution outside academia unless explicit permissions are granted. 2. IACS generally recommends the adoption of CC BY or CC BY-NC licenses. I propose defaulting to CC BY for the bulk of our repository, with CC BY-NC applied selectively for sensitive/embargoed components. We must clearly document any ancillary access restrictions within the main README and submission supplement. 3. To ensure long-term sustainability, IACS supports depositing final versions of all datasets and code to both a global repository (such as Zenodo) and to our institutional archive, with clear instructions for periodic review. Assigning a maintenance contact, as you suggested, is advisable.  Ananya and Sunita, do Oxford or IACS have additional requirements regarding dual-institutional hosting or compliance for multi-institutional projects? We should at minimum ensure license compatibility and alignment on proprietary data handling.  I propose allocating the final 10 minutes of our meeting to collectively draft a compliance and licensing statement that reflects the above points. Michael, thank you again for preparing the compliance summary—please flag any points requiring urgent attention before we circulate the repository more widely.  Looking forward to our discussion, and wishing everyone a productive weekend in the meantime.  Best regards,  Ramesh",Person,Meeting
e665,Dr. Ananya Chatterjee,worksOn,"complete all substantial revisions by 10 March, ensuring ample time for a final proofread and compliance check before submission","Let’s aim to complete all substantial revisions by 10 March, ensuring ample time for a final proofread and compliance check before submission.","Thread ID: BNVCBG Mail ID: MAIL4V7C3BH2 Date: 4th June 2023 From: Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> To: Sunita Sen <scholar.sunita@iacs.res.in>, Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in>, Dr. Michael Bradley <michael@cs.stanford.edu> Subject: JCDL 2023 Acceptance – Revision Plan and Camera-Ready Workflow  Dear Sunita, Ramesh, and Michael,  Congratulations to all on our acceptance to JCDL 2023! I want to echo my gratitude for everyone’s expertise and commitment through the submission process. As outlined in the Program Committee’s decision letter, we have until 25th June 2021 (23:59 AoE) to submit our camera-ready version and address the reviewers’ minor revision requests.  To ensure a smooth workflow, I propose the following immediate action items: 1. **Section 4.4 (Low-Resource Languages):** Sunita, could you take the lead in drafting 2–3 clarifying paragraphs, specifically expanding on our corpus selection strategy and annotation reliability measures for low-resource languages? Please circulate your draft by 23 February so others can review. 2. **Archival Interoperability Reference:** Michael, may I suggest you source and summarize one recent, highly-cited publication on interoperability frameworks that will strengthen our argument? Please add this to the related work section and provide a short rationale in the shared document. 3. **Appendix Figure Captions:** Ramesh, could you conduct a formatting audit of all appendix figure captions per the latest JCDL guideline PDF and propose edits? If you find inconsistencies, mark them for collaborative revision. 4. **Internal Review:** I suggest scheduling a team meeting (week of 4 March) to synchronize on progress, share feedback, and confirm all revision points have been comprehensively addressed. 5. **Registration and Logistics:** I will review our registration status and compile a checklist for conference logistics. Please let me know if you have travel or registration questions that require early resolution.  Please acknowledge this plan and indicate if you foresee any timing conflicts. If all agree, I’m happy to draft a Doodle poll for the March meeting. Let’s aim to complete all substantial revisions by 10 March, ensuring ample time for a final proofread and compliance check before submission.  Looking forward to another phase of strong collaboration!  Best regards,  Ananya  Dr. Ananya Chatterjee   Department of Computer Science   University of Oxford",Person,Task
e815,Dr. Ananya Chatterjee,worksOn,submit reflection memo to ACL,"As discussed, let us confine any further comments to truly critical issues during this brief sign-off window, with the aim of confirming our file for ACL submission by 22 November.","Thread ID: 4GA0R0 Mail ID: MAILV47BPSZI Date: 25th January 2024 From: Sunita Sen <scholar.sunita@iacs.res.in> To: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in>, Dr. Michael Bradley <michael@cs.stanford.edu>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Confirmation of Final Revisions & Submission Readiness  Dear Ramesh, Michael, and Ananya,  Thank you, Ramesh, for your swift response and for taking the initiative to standardize the terminology and incorporate the additional cross-references. I have reviewed the draft edits you shared this morning, including the updated in-text citation linking Section 3.2 to the NDLI annual review protocol and the harmonized use of “annual compliance summary” throughout the document and appendices. The revisions are clear and align well with our objectives of clarity and thoroughness.  Ananya, I greatly appreciate your offer to draft the concluding lessons-learned paragraph. I believe your perspective will be invaluable in highlighting the practical insights we gained from negotiating data agreements across jurisdictions. Please feel free to upload your suggested paragraph in the shared document; I will review and, if necessary, suggest final tweaks for coherence.  With these final adjustments underway, I am confident that our reflection memo—now “TransnationalNLP_ReflectionMemo_v2.3.docx”—addresses all outstanding feedback and is ready for submission. As discussed, let us confine any further comments to truly critical issues during this brief sign-off window, with the aim of confirming our file for ACL submission by 22 November.  Thank you all once again for your collegiality and sustained attention to detail throughout this process. I look forward to our upcoming submission and to seeing our collaborative efforts shared with the wider NLP community.  Best regards,  Sunita  Sunita Sen   PhD Scholar   Department of Computer Science   Indian Association for the Cultivation of Science",Person,Task
e620,Sunita Sen,attends,Review and refine the draft reviewer response points; distribute action items around supplementary table references and artifact example preparation; discuss metric generalizability and modular codebase components; any additional items or concerns raised by the team ahead of the call.,Looking forward to our collaborative session and finalizing robust preparation ahead of the peer review phase.,"Thread ID: KGM6WR Mail ID: MAILVK9RFT38 Date: 29th November 2022 From: Sunita Sen <scholar.sunita@iacs.res.in> To: Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk>, Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in>, Dr. Michael Bradley <michael@cs.stanford.edu> Subject: Google Meet Invitation: Reviewer Preparation Call  Dear Ananya, Ramesh, and Michael,  Thank you all for your timely confirmations and thoughtful feedback regarding both the drafted reviewer response points and our coordination meeting. As proposed and agreed, our preparatory call is now scheduled for Thursday at 16:00 IST (09:30 BST, 01:30 PDT).   To facilitate attendance, please find below the Google Meet link and calendar invitation details:  **Google Meet Link:** https://meet.google.com/zrm-jkpi-wgv   **Date:** Thursday, 1st December 2020   **Time:** 16:00–16:45 IST (09:30–10:15 BST, 01:30–02:15 PDT)  **Tentative Agenda:** 1. Review and refine the draft reviewer response points in the “JOCCH2022_Reviewer_Response_Preparation” document. 2. Distribute action items around supplementary table references and artifact example preparation. 3. Discuss how best to articulate metric generalizability and modular codebase components in our responses. 4. Any additional items or concerns raised by the team ahead of the call.  Please feel free to propose any further agenda points by replying to this email before Wednesday evening. If anyone anticipates scheduling conflicts or requires rescheduling, do let me know as soon as possible.  Looking forward to our collaborative session and finalizing robust preparation ahead of the peer review phase.  Best regards,  Sunita  Sunita Sen   PhD Scholar   Department of Computer Science   Indian Association for the Cultivation of Science",Person,Meeting
e925,Prof. Ramesh Bhatia,worksOn,final edits and venue decision,"As a group, we should aim for a consolidated set of final edits and a venue decision by no later than 25 September","Thread ID: UOT38J Mail ID: MAIL9DS4K1QM Date: 13th October 2024 From: Dr. Michael Bradley <michael@cs.stanford.edu> To: Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk>, Sunita Sen <scholar.sunita@iacs.res.in>, Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in> Subject: RE: Acknowledgment of Integrated Draft & Review Plan  Dear Ananya, Sunita, and Ramesh,  Thank you all for your swift responses and the coordinated approach to these final review stages. Sunita, your collation and layering of the disparate section materials into a cohesive draft is exemplary, and Ananya, your commitment to a thorough tracked-changes review is much appreciated.  A few immediate updates from my side ahead of the 24 September internal feedback deadline:  1. **“Lessons Learned” Summary:** I have started drafting both a succinct summary for the technical note appendix and an expanded outline for a potential blog post, as proposed by Ananya. Initial reflections cluster around the following: (a) pragmatics of cross-institutional legal harmonization, (b) the necessity of modular compliance workflows (as seen with the Zenodo pipeline), and (c) embedded documentation for reproducibility in historical NLP. I will circulate these documents in our shared folder for your review and suggestions by early tomorrow.  2. **Figures and Diagrams:** I have double-checked the latest placements and legends for our workflow and “pitfall node” diagrams in the current draft. If either you, Ananya, or Ramesh find inconsistencies during your reviews, please annotate directly or indicate if specific redraws are required for clarity.  3. **Submission Venue Discussion:** Having now re-examined the upcoming JOCCH and JCDL timelines, I note the JCDL deadline is somewhat more aggressive, but based on our nearly final state, it remains within reach if we focus on any required condensing for page limits. I echo the suggestion to use Sunita’s comparative matrix as the basis for our decision at the next meeting.  I am available for a brief sync or follow-up clarification at your convenience between now and the official review deadline. As a group, we should aim for a consolidated set of final edits and a venue decision by no later than 25 September, in order to keep our submission process smooth and timely.  Thank you for your diligence and collegiality as we approach the finish line. I look forward to integrating Ananya’s review and finalizing our submission plan.  Best regards,  Michael  Dr. Michael Bradley   Department of Computer Science   Stanford University",Person,Task
e963,Sunita Sen,worksOn,creating a 'track changes' document,"Sunita, a ‘track changes’ document would be invaluable","Thread ID: 16OTBY Mail ID: MAILV7PSF4X9 Date: 19th January 2025 From: Dr. Michael Bradley <michael@cs.stanford.edu> To: Sunita Sen <scholar.sunita@iacs.res.in>, Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Confirmation & Preparation for 16 Jan Section 4.2 Drafting Session  Dear Sunita, Ananya, and Ramesh,  Thank you, Sunita, for organizing and circulating the proposed agenda and provisional Google Meet link for today's Section 4.2 collaborative drafting session. I'm confirming my availability for the 14:30 IST start time and the use of Google Meet (the provided link works perfectly on my end).  Ahead of our meeting, I've further annotated the comparative legal matrix with newly integrated rows corresponding to the National Library of Israel's protocols—especially those concerning tiered consent structures and anonymization standards. I’ve also highlighted where NLI’s cross-jurisdictional data flows notably diverge from both Japanese and Chilean approaches. These comments should help us structure the “contrast and synthesis” subsection efficiently during the live drafting.  For the session, I suggest we open with a high-level alignment of terminology and structural flow (to ensure seamless integration into the reviewer-mandated narrative) before diving into document-level revisions. Ananya’s outline provides a strong backbone, and with everyone’s sector-specific annotations, I expect we can produce a first-pass integrated subsection within our slot. Following this, I propose we assign a short list of split tasks for compliance appendix revisions and pending bibliography entries, which can be resolved asynchronously.  Ramesh, your offer to annotate legal divergences within the matrix is well-timed—please upload your notes directly to the shared drive version so we have all perspectives in one place. Sunita, a “track changes” document would be invaluable, especially as we collate regulatory language and cross-reference best practices for management transparency.  Looking forward to seeing everyone at the session and making significant headway toward the February deadline. If anyone encounters access issues or has last-minute materials to discuss, feel free to reply here or ping me via chat.  Best regards,  Michael  Dr. Michael Bradley   Department of Computer Science   Stanford University",Person,Task
e696,Dr. Michael Bradley,worksOn,Review the annotated run-order document,Please review the annotated run-order document (to be circulated shortly) and suggest any last-minute changes within 24 hours of receipt.,"Thread ID: 1SVOHK Mail ID: MAILJM84VK1Q Date: 18th July 2023 From: Sunita Sen <scholar.sunita@iacs.res.in> To: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in>, Dr. Michael Bradley <michael@cs.stanford.edu>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Rehearsal Debrief and Final Adjustments Before JCDL 2023 Submission  Dear Ramesh, Ananya, and Michael,  Thank you all for your active engagement and punctuality during yesterday’s rehearsal; I believe our collaborative spirit was clearly reflected in the cohesiveness and fluidity of the session. I’ve consolidated the main feedback and recommended actions emerging from our debrief, so that we can efficiently target the final revisions ahead of our JCDL 2023 session and pending submission of the camera-ready materials.  **Rehearsal Debrief Summary:** 1. **AV and Visuals:** All slides rendered correctly with minimal display lag. Michael’s pre-emptive AV trials were invaluable—please retain both cloud and local copies for the day of the conference. 2. **Segment Timings:** Each presenter kept within the 8–10 minute range, with our overall timing comfortably within the 45-minute slot. Let’s ensure we do not cut Q&A time; perhaps trimming 30 seconds from transitional remarks will help. 3. **Transitions and Flow:** Thanks to Ananya and Ramesh for refining handover sentences; these bridged sections well. As suggested, I will draft and circulate a final run-order document encapsulating key transitional cues. 4. **Q&A Responses:** The simulation revealed that our answers to technical challenges and ethical queries were clear, but we could further polish responses around the scalability and multilingual facets of historical corpus NLP—Michael and Ananya agreed to revisit this before submission. 5. **Backup Plan:** All agreed on Ramesh’s proposal to keep a PDF version of slides and a succinct backup narration, in case tech issues arise during the actual session.  **Next Steps:** - Final tweaks to visuals, handover phrasing, and Q&A document to be completed and uploaded to the shared Drive by 13 April. - Please review the annotated run-order document (to be circulated shortly) and suggest any last-minute changes within 24 hours of receipt. - If any further clarification is needed for the camera-ready version or for session materials required by the JCDL organizing committee, let’s discuss via email by 14 April so we remain ahead of all deadlines.  Thank you once again for your diligence and collegiality throughout this process. I am confident that our joint contribution will be well received at JCDL 2023.  Best regards,  Sunita  Sunita Sen   PhD Scholar   Department of Computer Science   Indian Association for the Cultivation of Science",Person,Task
e921,Dr. Ananya Chatterjee,worksOn,discuss JOCCH versus conference options,"I am prepared to conduct a focused review and provide tracked-changes feedback by the 24 September internal deadline, prioritizing the legal compliance/narrative cohesion and case vignette clarity.","Thread ID: MAV64M Mail ID: MAILY83K7PQJ Date: 11th October 2024 From: Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> To: Dr. Michael Bradley <michael@cs.stanford.edu>, Sunita Sen <scholar.sunita@iacs.res.in>, Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in> Subject: Quick Confirmation: Next Check-in & Technical Note Timeline  Dear Michael, Sunita, and Ramesh,  Thank you, Michael, for the succinct seminar debrief and clear articulation of our next tasks. I am happy to confirm my availability for our brief check-in today at 16:00 IST. The momentum after yesterday’s seminar is truly energizing, and I agree it is important we channel the feedback productively as we finalize the technical note and set our submission direction.  Sunita, please notify us if you anticipate any delay with the integrated first draft circulation so we can adjust the review window as needed. I am prepared to conduct a focused review and provide tracked-changes feedback by the 24 September internal deadline, prioritizing the legal compliance/narrative cohesion and case vignette clarity.  Michael, thank you for volunteering to curate and organize the seminar outputs—I suggest, for maximal impact and utility to others in the field, we consider not only an appendix for audience Q&A in the note but also preparing a “lessons learned” blog post for broader dissemination (we could discuss this further at our check-in).  Ramesh, it would indeed be valuable to share a redacted version of your negotiation vignette, provided institutional guidelines permit; perhaps you could comment briefly on any points requiring further anonymization or redaction.  Finally, regarding submission venues, I look forward to our upcoming discussion weighing JOCCH versus conference options, particularly in light of the current field interest and our material’s practical orientation.  Thank you all again for your excellent cooperation and timely responses. Let’s keep up this strong pace!  With best wishes,  Ananya  Dr. Ananya Chatterjee   Department of Computer Science   University of Oxford",Person,Task
e332,Prof. Ramesh Bhatia,worksOn,camera-ready submission,The deadline for camera-ready submission is 19th January 2019.,"Thread ID: HJQELT Mail ID: MAILJR8H24YQ Date: 6th September 2021 From: Sunita Sen <scholar.sunita@iacs.res.in> To: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in>, Dr. Michael Bradley <michael@cs.stanford.edu>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Final Internal Corrections and Camera-Ready Submission Timeline (ACL 2021)  Dear all,  Thank you, Ananya and Ramesh, for your comprehensive formatting and cross-referencing review, and Michael for resolving the compliance checklist numbering. I have now completed an additional proofread of the manuscript, focusing on minor textual, typographical, and reference details. At this point, I believe we are all set for the harmonization and camera-ready integration phase.  Here is a summary of next steps and the final internal timeline:  1. **Final Corrections:** All team members are requested to log any last-minute stylistic or typographical corrections in Overleaf by 23:59 UTC today (5 February). After this, the document sections will be locked except for emergency compliance or metadata edits.  2. **Harmonization Phase:** From 6–10 February, Ramesh and I will proceed with (i) unifying terminology, (ii) double-checking template adherence, and (iii) preparing the integrated PDF for upload. Michael and Ananya, please stand by for any requests for clarification or quick spot checks should we encounter residual issues.  3. **Administrative Prep:** I will ensure all copyright/licensing forms, updated institutional metadata, and supplementary files (e.g., checklist, code and data repository links) are properly uploaded in Softconf. Ramesh, I may loop you in for a final compliance checklist validation if needed.  4. **Camera-Ready Submission Target:** We are on track to upload the camera-ready manuscript and all supplementary materials by 12 February, giving us a small buffer before the ACL official deadline (15 February).  Please signal “all clear” once you have completed your final scan and logged any edits. If anyone has outstanding concerns or requires brief coordination (especially on compliance details or reference formatting), please reply by midday tomorrow so we can address these swiftly.  Thank you for the unwavering commitment and thorough team effort at every stage. Looking forward to a successful submission!  Best regards,  Sunita Sen   PhD Scholar   Indian Association for the Cultivation of Science",Person,Task
e64,Dr. Ananya Chatterjee,worksOn,Sensitive Data & Risk Assessment,"Ananya, I noticed the Oxford template includes a “Sensitive Data & Risk Assessment” paragraph.","Thread ID: XBASHW Mail ID: MAILPQ61VJ8T Date: 7th June 2019 From: Dr. Michael Bradley <michael@cs.stanford.edu> To: Sunita Sen <scholar.sunita@iacs.res.in>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk>, Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in> Subject: Re: Documentation Revisions and Request for Validation Log Update  Dear Sunita, Ananya, and Prof. Bhatia,  Thank you, Sunita, for taking the lead on implementing the documentation edits and for your commitment to keeping the draft on schedule. I am pleased to report that I have now completed the updated run of the technical validation scripts using the most recent batch of summary statistics and representative OCR error cases you uploaded.  The annotated validation logs (v0.2.1) are now available in our shared Drive directory under `/dataset_release_June2019/validation_logs/`. The logs include extended annotator-level confusion matrices, kappa calculations for all error types, and breakdowns by document source. Additionally, I have prepared a 300-word summary paragraph for the “Technical Validation” section that outlines our evaluation metrics (Cohen’s kappa, F1 per class), cross-annotator agreement methodology, and the logging of pipeline version numbers and dependencies for full reproducibility.  Please let me know if you need any clarification on log file contents. Sunita, I am confident your edits and the enhanced contextual notes will align well with these validation results, but do alert me to any sections where details should be cross-referenced or definitions harmonized.  Ananya, once your “Sensitive Data & Risk Assessment” note is ready and Oxford’s feedback arrives, please share it so we can finalize the compliance section. Prof. Bhatia, do notify us of any compliance or attribution requirements arising as you consolidate the checklist; I am happy to supply additional technical appendices if needed.  With this, all technical inputs from my end are now complete, and I am committed to rapid turnaround for any final feedback as we move to full package assembly.  Best regards,  Michael",Person,Task
e166,Sunita Sen,worksOn,collaborative writing,it provides an effective basis for both our collaborative writing and for communicating the broader impact of our work to the heritage-NLP community.,"Thread ID: 8OKSMH Mail ID: MAIL7XEF4VR1 Date: 24th May 2020 From: Dr. Michael Bradley <michael@cs.stanford.edu> To: Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk>, Sunita Sen <scholar.sunita@iacs.res.in>, Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in> Subject: Re: JOCCH Article Outline – Draft Plan and Next Steps  Dear Ananya, Sunita, and Ramesh,  Thank you, Ananya, for sharing the comprehensive draft structure for our proposed JOCCH article. I am very encouraged by the logical flow and the range of topics covered—it provides an effective basis for both our collaborative writing and for communicating the broader impact of our work to the heritage-NLP community.  Regarding the repository, I will work with Sunita to review our scripts and annotation templates within the next week and begin drafting a README and compliance checklist to ensure that all shared materials adhere to ACM and institutional policies. I agree that the normalization methodology and the reproducibility framework deserve particular emphasis, given the significant feedback we received from JCDL participants. We might also consider including a brief “lessons for community practice” subsection, highlighting recurrent themes from attendee outreach and questions that surfaced during the tutorial Q&A.  Additionally, I recommend a short discussion of evaluation metrics for normalization—perhaps we can briefly report on token-level accuracy, edit distance, and inter-annotator agreement metrics, as these were topics of significant interest during the interactive session. I would be happy to draft this subsection based on our demo code and tutorial notes.  I agree with the timeline you suggested. A meeting after 12 August works well for me to establish writing assignments and clarify submission logistics. I will also review recent JOCCH guidelines regarding supplementary materials and open-data statements ahead of our discussion.  Looking forward to further collaboration and everyone’s thoughts on these points!  Best regards,  Michael",Person,Task
e821,Europeana sub-corpus,usedFor,preparing an outline highlighting tool validation procedures and sample error cases from the NDLI and Europeana sub-corpora,sample error cases from the NDLI and Europeana sub-corpora,"Thread ID: JIBOA7 Mail ID: MAILTD92C4WS Date: 27th February 2024 From: Dr. Michael Bradley <michael@cs.stanford.edu> To: Sunita Sen <scholar.sunita@iacs.res.in>, Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Re: Confirming Receipt of ACL Decision and Planning Revision Timeline  Dear Sunita, Ramesh, and Ananya,  Thank you, Sunita, for summarizing the ACL feedback so clearly and outlining actionable next steps. I concur with your assessment—the reviewers’ guidance is indeed constructive and should help us further strengthen both the methodological rigor and the broader relevance of our submission.  Regarding scheduling, I am available for a Zoom meeting on 3, 4, and 4th March 2022, between 14:00–18:00 GMT (which I hope overlaps decently with your working hours in India and the UK). Please let me know if any of these timeframes are mutually agreeable, or if adjustments are needed to accommodate holiday travel.  In terms of revision responsibilities, I’m happy to take the lead on expanding our discussion of the automated annotation pipeline and error analysis. I will prepare an outline—highlighting tool validation procedures and sample error cases from the NDLI and Europeana sub-corpora—before our meeting. Sunita, many thanks for volunteering to handle detailed documentation of the cross-border agreement cases; your experience is central to effectively addressing Reviewer 1’s concerns. Ramesh and Ananya, your joint synthesis on generalizability and formatting corrections sounds like an ideal allocation, as you have both navigated analogous issues in prior collaborative projects.  Once we settle on a meeting time, I will circulate a draft agenda and preliminary notes to maximize our efficiency. I look forward to working with all of you to prepare a compelling revision.  Best regards,  Michael  Dr. Michael Bradley   Department of Computer Science   Stanford University",Dataset,Task
e635,Sunita Sen,worksWith,EMNLP dataset,Sunita’s flagged evaluation benchmark (EMNLP dataset),"Thread ID: 1VCR5S Mail ID: MAIL6QTU93ND Date: 25th December 2022 From: Dr. Michael Bradley <michael@cs.stanford.edu> To: Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk>, Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in>, Sunita Sen <scholar.sunita@iacs.res.in> Subject: Meeting Minutes: Collaborative Session on 24th December 2020  Dear Ananya, Ramesh, and Sunita,  Thank you all for your excellent participation in yesterday’s session. As discussed, I have compiled the minutes below to record our key discussions and agreed action items for transparency and follow-up.  **Meeting Minutes – 24th December 2020, 3:30pm IST / 11:00am BST / 3:00am PDT**  1. *Grant Proposal Discussion*    - Reviewed consolidated funding opportunities (India/UK/EU/H2019); table in shared doc now reflects updated deadlines and eligibility.    - Agreed to target the “UKRI Digital Humanities” and “DST-India AI” calls first, with Ramesh leading a preliminary draft of the project summary. Sunita to provide the India-side requirements and supporting documentation; Ananya to collate necessary institutional letters for the UK side.    - Michael to draft an outline timeline and circulate by 18 August. 2. *Conference & Journal Submission Strategy*    - Consensus to prioritize submitting a conference abstract to JCDL 2023, given its alignment with our NLP on historical data focus. Parallel submission of a full-length article to JOCCH remains a high-priority fallback, with a view to the JDoc special issue if scope shifts.    - Abstract drafting team: Ananya (lead), Michael (methods), Sunita (datasets), Ramesh (evaluation metrics). Initial draft due 25 August for group review.    - Discussed strengths and limitations flagged in the annotated bibliography, especially semantic drift benchmarks and context reconstruction as points of novelty. 3. *Methodological Synergies & Open Questions*    - Resolved to incorporate Sunita’s flagged evaluation benchmark (EMNLP dataset) in the methods section.    - Ramesh to review and finalize the semantic drift evaluation section.    - Michael to suggest revised approaches for context expansion across temporal boundaries based on recent ACL findings. 4. *Action Items & Timeline*    - All members to update their portions in the shared doc by 20 August.    - Next check-in slated for 27 August via email to align final proposal/abstract text and progress on funding applications.  Please let me know if I have missed any major points or action items, and feel free to append further comments. Once the agenda for our next milestone is set, I’ll coordinate accordingly.  Thank you again for a fruitful and focused session!  Best regards,  Michael  Dr. Michael Bradley   Department of Computer Science   Stanford University",Person,Dataset
e696,Dr. Michael Bradley,attends,JCDL 2023,I am confident that this rehearsal will sharpen our delivery and refine our collaborative approach for the JCDL 2023 session.,"Thread ID: 1SVOHK Mail ID: MAILJM84VK1Q Date: 18th July 2023 From: Sunita Sen <scholar.sunita@iacs.res.in> To: Prof. Ramesh Bhatia <ramesh.bhatia@iacs.res.in>, Dr. Michael Bradley <michael@cs.stanford.edu>, Dr. Ananya Chatterjee <ananya.chatterjee@cs.ox.ac.uk> Subject: Rehearsal Debrief and Final Adjustments Before JCDL 2023 Submission  Dear Ramesh, Ananya, and Michael,  Thank you all for your active engagement and punctuality during yesterday’s rehearsal; I believe our collaborative spirit was clearly reflected in the cohesiveness and fluidity of the session. I’ve consolidated the main feedback and recommended actions emerging from our debrief, so that we can efficiently target the final revisions ahead of our JCDL 2023 session and pending submission of the camera-ready materials.  **Rehearsal Debrief Summary:** 1. **AV and Visuals:** All slides rendered correctly with minimal display lag. Michael’s pre-emptive AV trials were invaluable—please retain both cloud and local copies for the day of the conference. 2. **Segment Timings:** Each presenter kept within the 8–10 minute range, with our overall timing comfortably within the 45-minute slot. Let’s ensure we do not cut Q&A time; perhaps trimming 30 seconds from transitional remarks will help. 3. **Transitions and Flow:** Thanks to Ananya and Ramesh for refining handover sentences; these bridged sections well. As suggested, I will draft and circulate a final run-order document encapsulating key transitional cues. 4. **Q&A Responses:** The simulation revealed that our answers to technical challenges and ethical queries were clear, but we could further polish responses around the scalability and multilingual facets of historical corpus NLP—Michael and Ananya agreed to revisit this before submission. 5. **Backup Plan:** All agreed on Ramesh’s proposal to keep a PDF version of slides and a succinct backup narration, in case tech issues arise during the actual session.  **Next Steps:** - Final tweaks to visuals, handover phrasing, and Q&A document to be completed and uploaded to the shared Drive by 13 April. - Please review the annotated run-order document (to be circulated shortly) and suggest any last-minute changes within 24 hours of receipt. - If any further clarification is needed for the camera-ready version or for session materials required by the JCDL organizing committee, let’s discuss via email by 14 April so we remain ahead of all deadlines.  Thank you once again for your diligence and collegiality throughout this process. I am confident that our joint contribution will be well received at JCDL 2023.  Best regards,  Sunita  Sunita Sen   PhD Scholar   Department of Computer Science   Indian Association for the Cultivation of Science",Person,Conference
