:ID,taskDate,taskName,:LABEL
tk3014,,call scheduling for the live project spotlight,Task
tk3016,this weekend,upload a preliminary set of slides and the most recent social media engagement analysis to the shared drive,Task
tk3018,,circulate institutional angles notes (recent coverage or future partnerships),Task
tk3021,,strategy call for the JCDL 2022 live project spotlight,Task
tk3023,,"Supplementary outreach: Social media plan, potential blog posts, and prioritization of target channels",Task
tk3024,,"Division of speaking and moderation roles, including identification of team representatives for Q&A",Task
tk3025,,Review of newsletter media analytics and discussion of press release timing,Task
tk3026,,Coordination on upcoming deadlines for JCDL mainstage contributions and associated communications,Task
tk3027,,upload draft slides and engagement analysis,Task
tk3028,,review draft slides and suggest possible framing based on recent Oxford feedback,Task
tk3029,,present department-level collaborations or recent media references,Task
tk3030,,prepare summary of the IACS media tracking data for newsletter spotlight,Task
tk3035,,Zoom call,Task
tk3040,,post-conference technical workshop,Task
tk3041,,follow-up event on “Responsible NLP for Cultural Heritage.”,Task
tk3042,,review the final slides and analytics,Task
tk3043,,circulate short links to the relevant press coverage,Task
tk3045,,downstream collaboration,Task
tk3046,,integrating metadata extraction tools in NDAI processing pipeline,Task
tk3049,,float post-conference technical workshop during Q&A or as a forward-looking comment,Task
tk3050,,ensuring spotlight presence is impactful and future-oriented,Task
tk3052,2022-04-04,finalize the live session slide deck,Task
tk3053,2022-04-05,circulate draft text for departmental releases,Task
tk3054,,condense newsletter traffic and regional uptake into two visual slides,Task
tk3055,,review and suggest edits to media analytics slides,Task
tk3060,2022-04-04,finalize slide deck and FAQ list,Task
tk3061,,coordinate IACS press release timeline and prepare infographic slides,Task
tk3062,,draft Oxford press note and compile audience engagement queries,Task
tk3063,,liaise with NDAI and share final user feedback summary,Task
tk3064,,have all materials ready for internal review by the end of this week,Task
tk3066,,NDAI partnerships,Task
tk3068,,early benchmark comparisons tailored for diverse JCDL audience backgrounds,Task
tk3069,2022-04-04,completed slide deck,Task
tk3071,,infographic summaries,Task
tk3072,,Oxford draft press note,Task
tk3073,,Stanford-specific revisions for North American outreach,Task
tk3075,,brief internal rehearsal via Zoom after materials are finalized,Task
tk3076,,live session at JCDL,Task
tk3077,2022-04-04,finalize the last visualizations,Task
tk3078,2022-04-04,upload the files to “JCDL2022_SpotlightPrep”,Task
tk3080,,provide feedback on slide deck and FAQ synthesis,Task
tk3082,2022-04-07/2022-04-10,finalize the updated NDAI feedback,Task
tk3083,2022-04-07/2022-04-10,incorporate late-stage press or outreach developments,Task
tk3085,,media analytics visualization,Task
tk3087,2022-04-07/2022-04-10,rehearsal scheduling,Task
tk3088,,review the complete slide deck at least 24 hours in advance,Task
tk3089,,share press note draft beforehand,Task
tk3090,2022-04-06,provide the finalized summary of NDAI user feedback and the press mention round-up from IACS,Task
tk3093,,Oxford press note drafting,Task
tk3094,2022-04-08,rehearsal session,Task
tk3095,2022-04-06,upload slide updates,Task
tk3097,,coordinate internal rehearsal logistics,Task
tk3098,,circulate the Zoom invite and agenda,Task
tk3099,,review updated master slide deck,Task
tk3100,,familiarize with latest content flow and note last tweaks,Task
tk3101,2022-04-07,share last-minute suggestions for technical content clarity or session logistics,Task
tk3103,,re-read the entire deck and rehearse my section with attention to timing and transitions,Task
tk3104,this evening,address specific points in the analytics or impact portions,Task
tk3106,,"Quick check-in, role assignments, and session objectives",Task
tk3108,,"Transition and timing feedback, including audience engagement checks and Q&A drill",Task
tk3111,2022-04-10,upload a condensed set of regional engagement charts,Task
tk3112,,revise the FAQ slide to foreground the cross-platform benchmarking results,Task
tk3113,2022-04-11,coordinate one more check with communications teams to ensure press releases are synchronized,Task
tk3114,2022-04-11,circulate the finalized materials for a last asynchronous review,Task
tk3115,2022-04-10,review the new version on Slide 9 of the main deck,Task
tk3117,,review the FAQ slide along with the updated engagement visuals,Task
tk3119,,synchronization with communications offices,Task
tk3120,2022-04-11,unified distribution,Task
tk3122,,cross-platform benchmarking,Task
tk3123,,ethical model deployment,Task
tk3124,2022-04-11,review updated FAQ slide and condensed regional charts,Task
tk3125,2022-04-11,formal asynchronous sign-off,Task
tk3127,today 20:00 GMT,final review and sign-off,Task
tk3132,,coordination with the session chairs for our formal submission,Task
tk3138,,monitor the dedicated drive for correspondence from the organizing committee,Task
tk3139,,provide additional materials such as short bios or media abstracts,Task
tk3142,,draft a short summary of spotlight session for the conference website,Task
tk3144,,collectively review technological requirements for the live session,Task
tk3145,,provide prior JCDL logistical notes from IACS’s past participations,Task
tk3148,,contact the organizers for early clarification on JCDL technical logistics,Task
tk3151,,share professional biography,Task
tk3152,,prepare .pdf and .pptx versions of presentation assets,Task
tk3154,2025-04-15/2025-04-16,coordination call scheduling,Task
tk3157,tomorrow,share secure access link for backup folder,Task
tk3158,today,draft message to conference organizers about technical or accessibility guidelines for spotlight sessions in 2022,Task
tk3159,,draft the session summary and incorporate all bios,Task
tk3162,,discuss backup procedures for presentation delivery and asset sharing,Task
tk3163,,confirm outreach to JCDL organizers regarding technical or accessibility requirements,Task
tk3164,,synchronize on next steps once formal acceptance arrives,Task
tk3165,,coordination call to collectively review the session summary and asset checklist,Task
tk3169,,upload polished version of the session summary and compiled bios to the shared drive and send a final review notice to the team,Task
tk3171,,distribute more detailed instructions including the link for mandatory tech-check registration,Task
tk3172,,communication with the JCDL organizing team,Task
tk3174,2025-04-20,auditing slide deck for accessibility,Task
tk3176,,reviewing colour contrast and font choices for screen-reader compatibility,Task
tk3177,2025-04-20,uploading revised slides to the shared drive,Task
tk3181,,sending brief email notification once assets are uploaded,Task
tk3183,2022-04-20,review finalized session summary and consolidated speaker biographies,Task
tk3184,2022-04-20,annotate minor issues in the documents,Task
tk3189,,provide feedback on narration clarity and pacing,Task
tk3193,2022-04-22,add comments in the shared drive folder or email major suggestions,Task
tk3194,2022-04-24,coordinate a revised version of the video,Task
tk3196,,cross-lingual evaluation,Task
tk3198,,collaborative annotation workflow for multilingual corpora,Task
tk3199,,beginning edits to the video,Task
tk3200,2024-04-24,final collective review of revised video,Task
tk3204,,exporting captions from a transcript prepared in Google Docs,Task
tk3205,,Michael’s technical verification,Task
tk3206,,final rendering of the video,Task
tk3210,,expedited checks ahead of submission,Task
tk3211,,final revisions of JCDL pre-recorded spotlight video,Task
tk3212,25 April,submit all media to the conference portal,Task
tk3213,24 April,provide critical last-minute observations,Task
tk3214,,brief sync-up before official submission,Task
tk3217,2020-09-21,upload full JCDL 2022 spotlight session package,Task
tk3218,,coordinate a brief celebratory call,Task
tk3222,,share a lightly redacted preprint,Task
tk3225,,organizing a hands-on tutorial or community code sprint,Task
tk3226,early June,schedule a brief team call post-acceptance notification,Task
tk3227,,pre-conference dissemination,Task
tk3228,,sharing a redacted summary or teaser,Task
tk3230,,drafting an error analysis note,Task
tk3233,late June or July,organizing an online code sprint or tutorial post-conference,Task
tk3236,,align on JCDL presentation strategy,Task
tk3239,,current evaluations,Task
tk3241,,prepare dissemination and follow-up strategies,Task
tk3244,,review/edit blog-style summary,Task
tk3246,,draft initial structure for the error analysis,Task
tk3247,,provide guidance on which upcoming tracks would be most receptive,Task
tk3248,,position our extension as offering reusable tools/workflows for other cohort-based or multilingual historical datasets,Task
tk3250,,tutorial for early-career researchers or archivists,Task
tk3251,,draft a tentative outline and timeline,Task
tk3252,,circulate outline and timeline to the rest of the group for further input,Task
tk3253,,all-hands meeting post-acceptance notification,Task
tk3254,,propose preferred windows for such a call,Task
tk3256,,pre-conference blog post,Task
tk3261,2020-09-30,Blog Post Draft,Task
tk3263,2020-05-15,initial structure and breakdown of OCR/multi-script evaluation,Task
tk3264,,co-develop a concise research note for the ACL System Demonstrations track,Task
tk3265,,Workshop Planning,Task
tk3266,,tutorial outline,Task
tk3267,,coordinate with university contacts in North America to broaden reach and ensure scheduling flexibility for participants,Task
tk3268,2025-05-14,error analysis note outline circulation,Task
tk3269,,assembling tabulated results and qualitative notes from OCR and alignment evaluation experiments,Task
tk3271,2025-06-10/2025-06-13,team call in June,Task
tk3273,,OCR and alignment evaluation experiments,Task
tk3274,,ACL-style demo notes,Task
tk3276,,review of clarity and significance for the broader NLP audience,Task
tk3277,,post-JCDL submission plans,Task
tk3280,,communicate workflow’s adaptability to new historical corpora,Task
tk3283,,workshop agenda scaffolding,Task
tk3284,,"identifying resources (code walkthroughs, demo datasets, accessibility checklists)",Task
tk3285,,"participant engagement strategies for workshops (interactive Q&A, hands-on modules)",Task
tk3287,week of 6–9 May,schedule a brief check-in meeting,Task
tk3288,mid-May,error analysis outline,Task
tk3290,2025-05-07/08,team check-in,Task
tk3292,,"resource coordination via shared, version-controlled Google Drive folder",Task
tk3294,2022-05-14,error analysis structure,Task
tk3295,,adapt post-JCDL notification,Task
tk3296,,highlighting interoperability/multilinguality for ACL’s Demo Track,Task
tk3297,,dissemination deliverables alignment,Task
tk3298,,Michael’s draft blog post narrative: review process and timeline for feedback,Task
tk3299,,gathering and integrating researcher quotes (all co-authors),Task
tk3300,2026-05-14,circulate the structured document,Task
tk3304,,address institutional requirements or updates regarding the JCDL notification,Task
tk3306,,collaborative editing of Michael’s blog post outline document,Task
tk3307,end of this week,draft initial workshop/tutoring session agenda and upload one-page outline,Task
tk3308,,annotation challenges documentation,Task
tk3309,2022-05-10,integrate researcher perspectives/quotes into the main blog narrative,Task
tk3310,2022-05-10,provide viewpoint on community-driven annotation efforts from the IACS context,Task
tk3311,2022-05-10,share insights on cross-site workflow management,Task
tk3312,2022-05-10,elaborate on international collaborative dynamics,Task
tk3313,2022-05-11,final review and feedback on revised blog draft,Task
tk3314,2022-05-14,review outline of error analysis research note and suggest focal points for ACL Demo suitability,Task
tk3315,,support sections on methodological generalization in error analysis research note,Task
tk3316,2022-05-21,full draft development of error analysis research note,Task
tk3317,2022-05-10,collaborate on workshop agenda with emphasis on live demonstration and interactive Q&A,Task
tk3319,2022-05-31,coordinate with North American academic contacts and collect preliminary interest feedback,Task
tk3320,,upload new working documents and datasets to the Historical NLP Dissemination & Outreach (JCDL 2022) folder,Task
tk3322,2022-05-14,circulate Doodle poll to confirm availability for next full team meeting,Task
tk3323,,community-driven annotation efforts from the IACS context,Task
tk3324,tomorrow,finalize the draft agenda for the tutorial/workshop,Task
tk3325,2025-05-10,compile preliminary agenda,Task
tk3327,,review current tabulated OCR error metrics and annotation notes,Task
tk3328,2025-05-14,circulate the structured research note outline,Task
tk3329,,populate the shared Drive with relevant materials,Task
tk3332,,focus session to integrate live demo and engagement components,Task
tk3335,,breakout sessions for small-group problem-solving using sample OCR challenges,Task
tk3336,,incorporating a brief lightning talks format for audience contributions,Task
tk3337,,short segment on ethical data handling in historical NLP workflows,Task
tk3338,,aligning promotional mechanisms and time slots,Task
tk3339,,lead the drafting of a session feedback form,Task
tk3340,2026-05-15/2026-05-16,detailed review and margin comments on the research note outline,Task
tk3342,,ACL Demo-driven recommendations,Task
tk3343,,Opening Remarks & Goals,Task
tk3344,,Keynote Overview,Task
tk3347,,Interactive Q&A and Lightning Talks,Task
tk3349,,Feedback & Resource Distribution,Task
tk3351,,"compiling supporting slides, sample datasets, and code notebooks",Task
tk3352,Sunday,uploading materials to the shared Drive,Task
tk3353,,exploring options for asynchronous engagement,Task
tk3355,12 May,reply with comments and suggested revisions,Task
tk3356,before the end of next week,finalize the agenda for outreach and registration preparations,Task
tk3358,,annotation tasks,Task
tk3360,,annotation processes,Task
tk3361,,sharing code notebooks and datasets ahead of the event,Task
tk3363,,assist with promotional and technical logistics,Task
tk3364,,circulate a call for lightning talk volunteers,Task
tk3367,,upload supporting materials in advance of the event,Task
tk3368,,draft a concise resource sheet,Task
tk3369,2025-05-13,confirm availability for the proposed time slot,Task
tk3370,,launch the outreach campaign and registration,Task
tk3371,2025-05-16,draft the participant feedback and resource assessment form,Task
tk3374,,adapt the blurb for Oxford’s digital scholarship and computer science networks,Task
tk3375,,cross-post in relevant UK-based mailing lists and digital humanities forums,Task
tk3376,2022-05-17,final feedback on materials,Task
tk3377,2022-05-18,outreach & registration launch,Task
tk3378,2022-05-19,demo preparation internal run-through,Task
tk3379,2022-05-16,customization of Draft Feedback & Resource Assessment Form,Task
tk3381,,open the registration form,Task
tk3384,,future workshop topics,Task
tk3385,,outreach for North American DH-NLP and ACL-NA Chapter mailing lists,Task
tk3386,2026-05-18,finalize outreach blurbs,Task
tk3387,2026-05-19,internal run-through,Task
tk3393,2025-05-17,review all final materials in the Drive,Task
tk3394,2025-05-18,launch registration form and outreach,Task
tk3395,,registration and outreach launch,Task
tk3397,tomorrow,registration link confirmation,Task
tk3400,19 May,test survey distribution and breakout flows,Task
tk3402,,,Task
tk3403,,North American and ACL-NA channel dispatch,Task
tk3404,,UK/Europe outreach launch,Task
tk3407,,Live demonstration of OCR error correction and NER modules,Task
tk3408,,"Breakout room scenario test, including distribution of annotation packets and FAQ response handling",Task
tk3410,,Review and simulate survey distribution/collection at session close,Task
tk3411,,,Task
tk3414,,NER module presentation,Task
tk3415,,real-time annotation guidance,Task
tk3416,,breakout room allocation and distribution of annotation packets,Task
tk3420,2025-05-22,provide a PDF variant of NER guide,Task
tk3421,2025-05-21,edit the breakout packet to reflect multi-lingual dataset annotation suggestion,Task
tk3423,,prepare a troubleshooting email template and backup dataset links ahead of the live event,Task
tk3425,,prepare a plain-text alternative,Task
tk3426,2022-05-23,contingency email template,Task
tk3427,2022-05-23,backup dataset links,Task
tk3428,,contributing annotations for multi-lingual samples,Task
tk3431,,dataset citation,Task
tk3432,,demo session timing,Task
tk3433,,preparing the supplemental PDF NER guide with updated accessibility features,Task
tk3434,,testing the supplemental PDF NER guide with Mac OS VoiceOver and JAWS for Windows,Task
tk3437,,emergency email template,Task
tk3440,,validate accessibility of supplemental NER guide,Task
tk3441,2026-05-24,check-in call,Task
tk3442,2026-05-24,review remaining logistics and contingency communication protocol,Task
tk3444,,share emergency email template and backup dataset links in the Drive,Task
tk3445,,review troubleshooting steps,Task
tk3446,,,Task
tk3447,,update breakout packet and participant resource handouts,Task
tk3449,,address common registration and technical questions at start of live event,Task
tk3450,,prepare workshop for seamless and inclusive experience,Task
tk3451,,final review of emergency email template and backup dataset links,Task
tk3452,,cross-check link accessibility from UK and US networks,Task
tk3453,,distribute browser/platform troubleshooting checklist to technical volunteers,Task
tk3454,,initiate a test send of the pre-event communication with real user simulation,Task
tk3455,,"screen sharing rotation, FAQ monitoring, breakout escalation path during live session",Task
tk3456,,short internal rehearsal for the first breakout scenario,Task
tk3457,2025-05-25,upload final browser troubleshooting doc,Task
tk3458,2025-05-25,confirm network accessibility and pre-event communications send-through,Task
tk3459,2025-05-26,review feedback or error reports from test simulations,Task
tk3460,,,Task
tk3461,2022-05-26,sending the official pre-event communication to all registered participants,Task
tk3462,,,Task
tk3465,,,Task
tk3466,,,Task
tk3467,,,Task
tk3470,,,Task
tk3471,,,Task
tk3476,,group related questions and highlight those requiring tailored follow-up,Task
tk3477,2022-05-28,finalize Q&A strategy and confirm moderation roles,Task
tk3481,,review the latest additions to our “Responses” log and flag institution-specific or outlier queries,Task
tk3482,,summarize any overnight messages from participants based in the Asia-Pacific region,Task
tk3483,,test run of moderation workflow by role-playing the most complex queries,Task
tk3485,,citing the annotated historical datasets,Task
tk3489,,walk through themes and role-play escalation scenarios,Task
tk3490,,accessibility and citation protocols,Task
tk3491,,simulations for response templates,Task
tk3493,2022-05-30,Final review of the welcome and moderation slide decks,Task
tk3495,2022-05-30,Verify backup resource mirror links for global access,Task
tk3496,,Monitor live chat and support email throughout the event,Task
tk3498,,parallel confirmation from network in India,Task
tk3499,,formally mark this step as complete in shared event checklist,Task
tk3500,,review of the welcome and moderation slide decks,Task
tk3501,,adjustments to the introductory Q&A protocol summary,Task
tk3503,2022-??-??,last slide edits,Task
tk3504,2022-??-??,quick cross-check of the chat and support email channels,Task
tk3505,,"parallel set of tests from IACS (Kolkata, India) network",Task
tk3506,,downloads from non-university domains,Task
tk3507,,access from a mobile connection (Jio 4G),Task
tk3508,,access via institutional VPN,Task
tk3509,11:00 BST,urgent edit requests ahead of brief dry run and chat/email support channel verification,Task
tk3510,,backup moderation workflow,Task
tk3511,,successful launch and engaging sessions tomorrow,Task
tk3512,,workshop launch,Task
tk3513,,real-time “Responses” log monitoring,Task
tk3516,2022-06-01,"debrief session to review live session analytics, collect initial feedback, and identify next steps for documentation and publication",Task
tk3517,,historical NER evaluation strategies,Task
tk3518,,,Task
tk3519,by noon,sharing draft analytics and real-time feedback summaries in shared Google Drive folder,Task
tk3520,,adding direct participant messages or troubleshooting logs to the folder,Task
tk3521,,workshop report or joint manuscript submission,Task
tk3527,,,Task
tk3531,,open dataset dissemination in future events,Task
tk3532,,synthesizing a formal citation protocol,Task
tk3533,,drafting an outline for the workshop report,Task
tk3534,,refining the workshop report outline,Task
tk3537,2020-11-04,first draft of manuscript,Task
tk3538,2020-06-10,check-in call to synchronize progress and discuss emerging questions,Task
tk3539,,Introduction & Motivation – Framing the historical NLP challenges and aims of the workshop,Task
tk3541,,"Dataset Overview – Description of the historical corpora provided, mirroring infrastructure, and lessons from cross-regional access",Task
tk3544,,"Lessons Learned & Recommendations – Cross-cutting insights, future improvements, and citation protocols",Task
tk3545,,"Appendices – Example survey instruments, accessibility guidelines, and moderator scripts",Task
tk3546,2022-06-10,gather up-to-date submission deadlines and formatting guidelines for both JCDL 2022 and JOCCH,Task
tk3547,2022-06-10,coordinate the agenda and notes for a brief sync call,Task
tk3548,,begin compiling background literature and initial drafts for the Introduction,Task
tk3549,2020-11-23,proceedings submission,Task
tk3550,2022-09-01,submissions for 2022 inclusion,Task
tk3551,2022-06-10,Submission planning ahead of the 10 June meeting,Task
tk3556,,ongoing literature review for the Introduction,Task
tk3557,2022-06-10,coordinate 10 June agenda,Task
tk3558,,coordinate the agenda,Task
tk3559,,compile the submission deadlines and guidelines,Task
tk3560,,Review progress and address any challenges in section drafting and literature integration,Task
tk3564,2024-06-25,Plan for circulation of the near-final draft for group review,Task
tk3565,2024-06-08,flag any additional topics for the agenda by reply,Task
tk3567,2025-06-08,final agenda items,Task
tk3568,2025-06-25,integrated review,Task
tk3569,,deadlines for individual section drafts,Task
tk3571,2025-06-08,reply with further topics or adjustments,Task
tk3573,,draft a short guidance document for consistent in-text referencing and citation management across the report,Task
tk3577,,Ramesh’s upcoming Q&A/Moderation section visuals,Task
tk3578,,Ananya’s literature review,Task
tk3579,,Sunita’s accessibility protocol summaries,Task
tk3580,day before our call,share a short design guideline,Task
tk3581,,circulate an updated literature review document,Task
tk3583,,accessing the shared folders or templates,Task
tk3584,,flag any issues accessing the shared folders or templates,Task
tk3587,10 June,coordinate on standardized captioning and color schemes,Task
tk3588,,,Task
tk3589,10 June,share partial drafts and key figures,Task
tk3591,,circulate the design guidelines,Task
tk3592,,review partial draft for the “Q&A Moderation & Technical Escalation Framework”,Task
tk3593,,outline submission priorities for comparative analysis between JCDL and JOCCH,Task
tk3594,,collate further background material on accessibility evaluation,Task
tk3595,,finalize section integration plans,Task
tk3596,,lock down the submission venue,Task
tk3597,,"establish a concrete, consensus-driven internal timeline",Task
tk3598,2020-06-15,revise visuals,Task
tk3599,2020-06-18,submit revised sections for group review,Task
tk3600,2020-06-25,circulate integrated full draft for final feedback,Task
tk3601,2020-06-14,collate supplementary accessibility framework references,Task
tk3602,,flag permissions or technical integration issues during merging of section drafts,Task
tk3604,2020-06-12,reply with additional corrections or questions,Task
tk3605,2021-01-06,target submission of workshop report to JOCCH,Task
tk3609,,coordinate a compliance review with the journal’s editorial office before submission,Task
tk3611,June 17,share cover letter in Google Drive for group edits and approval,Task
tk3613,,monitor permissions as sections are merged and check version histories to ensure that all contributions are appropriately credited,Task
tk3616,,upload ACL 2022 Diversity & Inclusion references to the shared folder,Task
tk3618,2025-06-14,upload consolidated bibliography into the “Accessibility_Resources” directory,Task
tk3619,,prepare a summary note on historical dialect normalization literature,Task
tk3620,2025-06-15,integrate visual elements into the draft,Task
tk3622,,upload annotated bibliography and dialect normalization note,Task
tk3623,,upload ACL D&I references and share cover letter draft,Task
tk3624,,coordinate integration of new references and ensure in-text citation compliance,Task
tk3625,2025-06-16,prepare a summary note on historical dialect normalization,Task
tk3626,2025-06-18,18 June internal review deadline,Task
tk3627,,update the master checklist in the shared drive,Task
tk3629,,test collaborative editing workflows across latest section drafts and supplementary folders,Task
tk3630,,discuss how best to integrate historical dialect normalization references into specific sections,Task
tk3631,,flag bottlenecks or new resource requirements by email or annotations in the drive,Task
tk3633,,upload relevant ACL 2022 D&I initiative documents,Task
tk3634,,integrate references into “Workshop Design & Accessibility Protocols” and “Lessons Learned” sections,Task
tk3637,18 June,review milestone,Task
tk3638,,section integration phase,Task
tk3640,,review Sunita’s note to verify alignment,Task
tk3641,,connecting technical escalation procedures to dialect/variant detection,Task
tk3645,,ensure in-text citations align with JOCCH guidelines,Task
tk3646,,updating the “Integrated Draft Progress” tracker,Task
tk3647,,cross-lingual workshop scenarios,Task
tk3648,,Workshop Design & Accessibility Protocols section,Task
tk3649,,Lessons Learned section,Task
tk3650,2025-06-18,full section review,Task
tk3652,,historical dialect normalization synthesis,Task
tk3653,,cross-dialectal evaluation approach,Task
tk3654,,Q&A escalation framework,Task
tk3655,,updating in-text citations and integrated progress tracker,Task
tk3656,tomorrow,finalize and upload section revisions,Task
tk3657,tomorrow,review the cover letter and add/edit contributions,Task
tk3658,tomorrow,verify all supplementary files are correctly named and cross-linked,Task
tk3659,mid-day tomorrow,notify the group of any anticipated bottlenecks or needed resources,Task
tk3661,,historical dialect normalization,Task
tk3662,,cross-linguistic Q&A,Task
tk3663,,review workflow,Task
tk3666,20 June,finalize the cover letter,Task
tk3667,21 June,integration of final section edits and circulate the merged “Full_Draft_JOCCH.docx” for group approval,Task
tk3668,21 June,prepare the author contributions and compliance statement templates and upload drafts to the “Submission_Documents” folder,Task
tk3669,23 June,final round of comments and minor corrections on the merged draft,Task
tk3670,,internal submission walkthrough,Task
tk3671,2025-06-21,review and approve the final cover letter and integrated draft,Task
tk3672,2025-06-23,add minor corrections or final comments on the merged manuscript,Task
tk3675,2025-06-22,amendments related to institutional acknowledgments,Task
tk3676,,revised cover letter,Task
tk3677,,JOCCH online submission portal checklist,Task
tk3678,,dialect classification scheme clarification in Table 2,Task
tk3681,,reviewing the author order,Task
tk3683,,seamless submission process,Task
tk3684,26 June,upload to the JOCCH submission portal,Task
tk3685,25 June,final check on Acknowledgments section for grants/data provider updates,Task
tk3686,25 June,address any last-minute tracked changes/comments,Task
tk3687,26 June,complete online portal upload,Task
tk3689,,historical question answering,Task
tk3694,,setting up a shared folder for anonymized supplementary files,Task
tk3697,,compiling the code snippets and the annotated examples from comparative dialectal analyses,Task
tk3703,,remain alert for the next update from JOCCH or any reviewer requests,Task
tk3716,,dialect classification,Task
tk3718,,cross-dialectal dataset selection,Task
tk3719,,evaluation of ambiguous annotations,Task
tk3721,,generalizability to other historical corpora,Task
tk3726,,cross-link the dataset description points to supplementary table references,Task
tk3728,,prepare a brief outline of how evaluation metrics generalize to novel dialectal input,Task
tk3730,,,Task
tk3731,,distribute action items around supplementary table references and artifact example preparation,Task
tk3732,,articulate metric generalizability and modular codebase components in responses,Task
tk3733,,reviewer preparation call,Task
tk3736,,evaluation metric adaptation,Task
tk3739,,linkage between methodological generics and specific historical language contexts,Task
tk3740,,Supplementary Artifact Preparation,Task
tk3743,,Generalizability Argument,Task
tk3744,,prepare schematic overview of modular pipeline components,Task
tk3746,2022-07-21,update assigned sections of “JOCCH2022_Reviewer_Response_Preparation”,Task
tk3747,2022-07-21,circulate updated artifact examples,Task
tk3748,2022-07-21,review updated artifact examples for double-blind compliance,Task
tk3749,2022-07-21,finalize generalizability/technical discussion segments,Task
tk3752,,upload updated files to the shared Reviewer_Support_JOCCH2022 folder,Task
tk3753,,final checks of updated files,Task
tk3758,,"circulating a summary email to confirm reviewer materials are organized, anonymized, and ready for rapid submission",Task
tk3759,,sharing last-minute concerns or additional sections that could still be clarified in the next 24 hours,Task
tk3760,,assigned updates to JOCCH2022 reviewer response document and supplementary materials,Task
tk3764,next 24 hours,flagging last-minute considerations or refinements,Task
tk3765,,rapid submission of reviewer preparation materials if JOCCH editorial team requests clarifications or additional documentation,Task
tk3766,,Reviewer_Support_JOCCH2022 package preparation,Task
tk3770,,synthesize notes on recent related work,Task
tk3773,,contribute summarized notes on 1–2 relevant papers published since January,Task
tk3774,,Preliminary Grant Planning,Task
tk3775,mid-August,brainstorming session to outline possible directions for a follow-up project,Task
tk3776,,Conference Abstract Drafting,Task
tk3777,,prepare a shortened abstract summarizing key methodologies for potential conference presentation,Task
tk3778,week of August 12th,share availability for a potential discussion,Task
tk3779,,collaborative online sessions,Task
tk3784,tomorrow,setting up a template and circulating the link,Task
tk3787,,keeping the group informed of any editorial correspondence,Task
tk3790,,select a couple of recent ACL/EMNLP publications addressing cross-temporal normalization and context reconstruction for contributions,Task
tk3792,,outlining the draft for a potential conference abstract,Task
tk3794,,include the call details in literature notes for group discussion,Task
tk3795,,literature contributions on cross-temporal normalization and context reconstruction,Task
tk3796,,reviews on two recent EMNLP papers,Task
tk3799,,collate potential funding calls and eligibility criteria,Task
tk3800,,compiling a brief list of ongoing digital humanities and AI funding initiatives in India and the UK,Task
tk3802,,focus on recent EMNLP and ACL contributions,Task
tk3807,,compile an initial list of relevant initiatives in India and the UK,Task
tk3808,,contribute a section on EU/H2019 opportunities,Task
tk3809,end of this week,have the bibliography template and preliminary funding information circulated,Task
tk3811,,"including citation details, dataset descriptions, novel methodological aspects, limitations, and relevance notes",Task
tk3815,,annotating selected ACL/EMNLP articles,Task
tk3816,,"compiling current digital humanities, AI, and cross-national research funding calls",Task
tk3817,,India/UK research funding leads,Task
tk3818,,EU research funding additions,Task
tk3819,,pre-populate bibliography and funding call sections before group meeting,Task
tk3821,,flagging technical or structural comments on the template,Task
tk3822,tomorrow,drafting entries on the two selected ACL and EMNLP papers focusing on cross-temporal normalization and context reconstruction,Task
tk3823,August 10,indicate availability in Doodle poll,Task
tk3824,,populating the funding opportunities section,Task
tk3825,,consolidating the India/UK calls and overview notes,Task
tk3826,week’s end,prepare EU or H2019 opportunities for inclusion,Task
tk3827,,brainstorming discussion,Task
tk3829,,maintain comprehensive coverage ahead of the session,Task
tk3833,,reviewing an additional dataset paper that proposes evaluation benchmarks for low-resource historical corpora,Task
tk3834,,tracking EU funding deadlines and eligibility requirements,Task
tk3836,,JOCCH submission outcome,Task
tk3839,,preparing the annotated bibliography and funding calls,Task
tk3840,,updating the EU/H2019 funding table with three relevant digital humanities calls and annotating their alignment with NLP work on historical corpora,Task
tk3843,,conducting literature reviews on evaluation metrics for semantic drift in diachronic NER,Task
tk3844,,grant proposal scoping,Task
tk3852,,Methodological Synergies & Open Questions,Task
tk3855,,finalizing methodology documentation,Task
tk3856,,keeping literature summaries and funding tables current in the shared document,Task
tk3858,,noting any schedule concerns for post-meeting action points,Task
tk3860,2020-08-20,update portions in the shared doc,Task
tk3861,,preliminary draft of the project summary,Task
tk3862,,provide the India-side requirements and supporting documentation,Task
tk3863,,collate necessary institutional letters for the UK side,Task
tk3864,2020-08-18,draft an outline timeline,Task
tk3865,2020-08-25,Abstract drafting for JCDL 2023,Task
tk3867,,suggest revised approaches for context expansion across temporal boundaries,Task
tk3868,2020-08-27,next check-in via email to align final proposal/abstract text and progress on funding applications,Task
tk3869,,funding applications,Task
tk3870,,grant proposal for the “DST-India AI” call,Task
tk3871,,UKRI Digital Humanities application,Task
tk3872,this week,initial outline or targeted bullet points for the JCDL abstract,Task
tk3873,August 25th,assembling the first draft of the JCDL abstract,Task
tk3875,August 20th,update assigned sections in the shared document,Task
tk3876,August 27th,next check-in,Task
tk3877,,funding requirements section,Task
tk3878,,prepare preliminary outline for JCDL abstract,Task
tk3879,August 18th,review and comment on JCDL Abstract Draft Outline,Task
